@relation NewRelation
@attribute Field_000 numeric
@attribute Field_001 numeric
@attribute Field_002 numeric
@attribute Field_003 numeric
@attribute Field_004 numeric
@attribute Field_005 numeric
@attribute Field_006 numeric
@attribute Field_007 numeric
@attribute Field_008 numeric
@attribute Field_009 numeric
@attribute Field_010 numeric
@attribute Field_011 numeric
@attribute Field_012 numeric
@attribute Field_013 numeric
@attribute Field_014 numeric
@attribute Field_015 numeric
@attribute Field_016 numeric
@attribute Field_017 numeric
@attribute Field_018 numeric
@attribute Field_019 numeric
@attribute Field_020 numeric
@attribute Field_021 numeric
@attribute Field_022 numeric
@attribute Field_023 numeric
@attribute Field_024 numeric
@attribute Field_025 numeric
@attribute Field_026 numeric
@attribute Field_027 numeric
@attribute Field_028 numeric
@attribute Field_029 numeric
@attribute Field_030 numeric
@attribute Field_031 numeric
@attribute Field_032 numeric
@attribute Field_033 numeric
@attribute Field_034 numeric
@attribute Field_035 numeric
@attribute Field_036 numeric
@attribute Field_037 numeric
@attribute Field_038 numeric
@attribute Field_039 numeric
@attribute Field_040 numeric
@attribute Field_041 numeric
@attribute Field_042 numeric
@attribute Field_043 numeric
@attribute Field_044 numeric
@attribute Field_045 numeric
@attribute Field_046 numeric
@attribute Field_047 numeric
@attribute Field_048 numeric
@attribute Field_049 numeric
@attribute Field_050 numeric
@attribute Field_051 numeric
@attribute Field_052 numeric
@attribute Field_053 numeric
@attribute Field_054 numeric
@attribute Field_055 numeric
@attribute Field_056 numeric
@attribute Field_057 numeric
@attribute Field_058 numeric
@attribute Field_059 numeric
@attribute Field_060 numeric
@attribute Field_061 numeric
@attribute Field_062 numeric
@attribute Field_063 numeric
@attribute Field_064 numeric
@attribute Field_065 numeric
@attribute Field_066 numeric
@attribute Field_067 numeric
@attribute Field_068 numeric
@attribute Field_069 numeric
@attribute Field_070 numeric
@attribute Field_071 numeric
@attribute Field_072 numeric
@attribute Field_073 numeric
@attribute Field_074 numeric
@attribute Field_075 numeric
@attribute Field_076 numeric
@attribute Field_077 numeric
@attribute Field_078 numeric
@attribute Field_079 numeric
@attribute Field_080 numeric
@attribute Field_081 numeric
@attribute Field_082 numeric
@attribute Field_083 numeric
@attribute Field_084 numeric
@attribute Field_085 numeric
@attribute Field_086 numeric
@attribute Field_087 numeric
@attribute Field_088 numeric
@attribute Field_089 numeric
@attribute Field_090 numeric
@attribute Field_091 numeric
@attribute Field_092 numeric
@attribute Field_093 numeric
@attribute Field_094 numeric
@attribute Field_095 numeric
@attribute Field_096 numeric
@attribute Field_097 numeric
@attribute Field_098 numeric
@attribute Field_099 numeric
@attribute Field_100 numeric
@attribute Field_101 numeric
@attribute Field_102 numeric
@attribute Field_103 numeric
@attribute Field_104 numeric
@attribute Field_105 numeric
@attribute Field_106 numeric
@attribute Field_107 numeric
@attribute Field_108 numeric
@attribute Field_109 numeric
@attribute Field_110 numeric
@attribute Field_111 numeric
@attribute Field_112 numeric
@attribute Field_113 numeric
@attribute Field_114 numeric
@attribute Field_115 numeric
@attribute Field_116 numeric
@attribute Field_117 numeric
@attribute Field_118 numeric
@attribute Field_119 numeric
@attribute Field_120 numeric
@attribute Field_121 numeric
@attribute Field_122 numeric
@attribute Field_123 numeric
@attribute Field_124 numeric
@attribute Field_125 numeric
@attribute Field_126 numeric
@attribute Field_127 numeric
@attribute Field_128 numeric
@attribute Field_129 numeric
@attribute Field_130 numeric
@attribute Field_131 numeric
@attribute Field_132 numeric
@attribute Field_133 numeric
@attribute Field_134 numeric
@attribute Field_135 numeric
@attribute Field_136 numeric
@attribute Field_137 numeric
@attribute Field_138 numeric
@attribute Field_139 numeric
@attribute Field_140 numeric
@attribute Field_141 numeric
@attribute Field_142 numeric
@attribute Field_143 numeric
@attribute Field_144 numeric
@attribute Field_145 numeric
@attribute Field_146 numeric
@attribute Field_147 numeric
@attribute Field_148 numeric
@attribute Field_149 numeric
@attribute Field_150 numeric
@attribute Field_151 numeric
@attribute Field_152 numeric
@attribute Field_153 numeric
@attribute Field_154 numeric
@attribute Field_155 numeric
@attribute Field_156 numeric
@attribute Field_157 numeric
@attribute Field_158 numeric
@attribute Field_159 numeric
@attribute Field_160 numeric
@attribute Field_161 numeric
@attribute Field_162 numeric
@attribute Field_163 numeric
@attribute Field_164 numeric
@attribute Field_165 numeric
@attribute Field_166 numeric
@attribute Field_167 numeric
@attribute Field_168 numeric
@attribute Field_169 numeric
@attribute Field_170 numeric
@attribute Field_171 numeric
@attribute Field_172 numeric
@attribute Field_173 numeric
@attribute Field_174 numeric
@attribute Field_175 numeric
@attribute Field_176 numeric
@attribute Field_177 numeric
@attribute Field_178 numeric
@attribute Field_179 numeric
@attribute Field_180 numeric
@attribute Field_181 numeric
@attribute Field_182 numeric
@attribute Field_183 numeric
@attribute Field_184 numeric
@attribute Field_185 numeric
@attribute Field_186 numeric
@attribute Field_187 numeric
@attribute Field_188 numeric
@attribute Field_189 numeric
@attribute Field_190 numeric
@attribute Field_191 numeric
@attribute Field_192 numeric
@attribute Field_193 numeric
@attribute Field_194 numeric
@attribute Field_195 numeric
@attribute Field_196 numeric
@attribute Field_197 numeric
@attribute Field_198 numeric
@attribute Field_199 numeric
@attribute Field_200 numeric
@attribute Field_201 numeric
@attribute Field_202 numeric
@attribute Field_203 numeric
@attribute Field_204 numeric
@attribute Field_205 numeric
@attribute Field_206 numeric
@attribute Field_207 numeric
@attribute Field_208 numeric
@attribute Field_209 numeric
@attribute Field_210 numeric
@attribute Field_211 numeric
@attribute Field_212 numeric
@attribute Field_213 numeric
@attribute Field_214 numeric
@attribute Field_215 numeric
@attribute Field_216 numeric
@attribute Field_217 numeric
@attribute Field_218 numeric
@attribute Field_219 numeric
@attribute Field_220 numeric
@attribute Field_221 numeric
@attribute Field_222 numeric
@attribute Field_223 numeric
@attribute Field_224 numeric
@attribute Field_225 numeric
@attribute Field_226 numeric
@attribute Field_227 numeric
@attribute Field_228 numeric
@attribute Field_229 numeric
@attribute Field_230 numeric
@attribute Field_231 numeric
@attribute Field_232 numeric
@attribute Field_233 numeric
@attribute Field_234 numeric
@attribute Field_235 numeric
@attribute Field_236 numeric
@attribute Field_237 numeric
@attribute Field_238 numeric
@attribute Field_239 numeric
@attribute Field_240 numeric
@attribute Field_241 numeric
@attribute Field_242 numeric
@attribute Field_243 numeric
@attribute Field_244 numeric
@attribute Field_245 numeric
@attribute Field_246 numeric
@attribute Field_247 numeric
@attribute Field_248 numeric
@attribute Field_249 numeric
@attribute Field_250 numeric
@attribute Field_251 numeric
@attribute Field_252 numeric
@attribute Field_253 numeric
@attribute Field_254 numeric
@attribute Field_255 numeric
@attribute Field_256 numeric
@attribute Field_257 numeric
@attribute Field_258 numeric
@attribute Field_259 numeric
@attribute Field_260 numeric
@attribute Field_261 numeric
@attribute Field_262 numeric
@attribute Field_263 numeric
@attribute Field_264 numeric
@attribute Field_265 numeric
@attribute Field_266 numeric
@attribute Field_267 numeric
@attribute Field_268 numeric
@attribute Field_269 numeric
@attribute Field_270 numeric
@attribute Field_271 numeric
@attribute Field_272 numeric
@attribute Field_273 numeric
@attribute Field_274 numeric
@attribute Field_275 numeric
@attribute Field_276 numeric
@attribute Field_277 numeric
@attribute Field_278 numeric
@attribute Field_279 numeric
@attribute Field_280 numeric
@attribute Field_281 numeric
@attribute Field_282 numeric
@attribute Field_283 numeric
@attribute Field_284 numeric
@attribute Field_285 numeric
@attribute Field_286 numeric
@attribute Field_287 numeric
@attribute Field_288 numeric
@attribute Field_289 numeric
@attribute Field_290 numeric
@attribute Field_291 numeric
@attribute class {0,1,2,3,4,5,6,7,8,9}
@data
388,280,616,844,600,695,5,20,13,12,10,12,309,239,717,769,547,1064,4,15,18,5,8,20,325,487,656,646,704,775,31,27,8,9,6,11,417,369,740,817,629,974,29,29,18,16,18,12,404,422,718,753,677,794,36,29,8,13,19,17,442,366,595,647,732,774,31,25,5,11,12,9,268,356,830,670,540,1134,12,15,18,2,12,17,432,192,757,689,604,976,9,15,11,9,13,21,327,217,840,841,650,1058,19,8,10,2,18,14,633,425,558,647,685,787,31,25,30,15,19,9,338,350,488,622,595,789,28,18,10,19,13,15,440,298,643,919,546,815,14,19,9,18,9,10,324,186,641,929,572,747,12,21,7,3,8,23,176,208,699,667,552,1042,17,8,3,1,6,14,434,228,650,546,696,818,22,24,0,8,7,7,660,478,692,673,897,647,28,22,24,10,21,8,276,274,969,906,580,1270,11,9,10,0,21,12,417,263,525,821,613,706,13,21,20,13,14,20,0.32041119,0.2149675,0.23459514,0.21040362,0.42807446,0.0864108,0.3405925,0.41759499,0.35160617,0.0486196,0.17575487,0.23531638,0.30014737,0.08199831,0.1766136,0.1028874,0.11308664,0.25639778,0.21941424,0.08600392,0.16237691,0.12065991,0.03708008,0.14063818,0.16207784,0.05512025,0.0670677,0.07699121,0.16185318,0.0303491,0.04857502,0.05666369,0.07810822,0.14771042,0.05706192,0.05023071,0.06157681,0.11764899,0.0205044,0.06463895,0.04175987,0.11377372,0.02739542,0.10889865,0.06900253,0.08027237,0.13949038,0.08388594,0.05348132,0.16078576,0.10062462,0.07172024,0.16448243,0.11141277,0.11714971,0.06392077,0.10339808,0.14691622,0.01893724,0.21308449,0.16990836,0.0132902,0.2676753,0.19040784,0.03588267,0.3051035,0.24472336,0.08191827,0.32748536,0.26059532,0.13313711,0.08574515,0.26241586,0.17540458,0.11799682,0.09167253,6
326,366,785,831,653,646,19,15,24,13,11,4,229,175,806,742,652,1015,14,26,11,2,9,18,337,259,717,611,819,726,17,18,3,2,11,11,359,179,889,850,706,925,27,12,11,3,1,12,290,210,873,808,766,745,32,18,3,2,2,11,406,248,732,706,861,725,33,14,16,4,9,13,246,230,945,663,715,1085,18,30,11,7,11,17,318,276,868,654,679,927,15,22,4,6,8,13,179,177,867,806,715,1009,5,25,3,1,1,6,547,267,737,718,882,738,37,22,37,12,14,13,338,338,611,659,778,742,34,25,21,16,12,15,452,306,822,872,655,766,28,16,18,15,12,12,292,258,780,894,623,698,20,28,18,0,9,15,234,242,746,678,739,995,23,27,8,6,11,10,448,252,795,521,883,771,28,21,11,11,10,15,564,460,855,718,1018,598,34,25,31,9,16,14,198,392,1026,901,643,1221,25,24,3,3,4,4,335,237,684,762,596,657,27,20,21,10,13,12,0.0392051,0.18315987,0.42426561,0.21334838,0.27108231,0.18970981,0.44969792,0.22883947,0.18460912,0.11353583,0.28867716,0.23380166,0.16116255,0.18453626,0.05080361,0.12016689,0.12053581,0.20584927,0.12129693,0.14828222,0.16781002,0.17050846,0.11708251,0.16958867,0.07166646,0.04882491,0.03000457,0.1540922,0.16176641,0.18208635,0.14800772,0.10049785,0.10005883,0.04421502,0.08936301,0.09707943,0.05133373,0.04991333,0.09726425,0.15986271,0.16320139,0.09368935,0.02486176,0.02274828,0.13232999,0.13134337,0.08752898,0.03393542,0.04965628,0.03488526,0.03551925,0.10183005,0.16493767,0.10980729,0.1324593,0.05440387,0.09552109,0.01014194,0.08499332,0.0784274,0.21619934,0.1210632,0.10147727,0.09913876,0.12482433,0.03752515,0.13224449,0.25862573,0.22069517,0.27366683,0.15184532,0.15162267,0.15961731,0.26242233,0.13366314,0.05256909,6
369,317,598,1045,790,678,1,18,22,12,11,7,272,244,683,916,713,1047,6,9,11,5,9,17,328,518,686,849,754,758,37,29,1,9,11,8,338,400,712,1022,687,957,25,31,9,16,7,15,287,447,692,956,769,777,38,31,1,13,6,14,405,441,561,802,666,757,37,29,14,11,13,8,229,311,800,867,714,1117,12,17,9,2,11,16,365,169,725,892,690,959,9,19,2,9,8,16,236,212,848,1044,812,1041,19,6,1,2,1,9,564,452,550,762,671,770,29,17,39,15,18,8,321,437,454,795,633,772,28,20,19,19,12,12,465,371,635,1106,642,798,10,17,18,18,12,7,291,279,641,1132,694,730,8,13,16,3,9,18,197,287,669,862,714,1025,17,10,6,1,11,13,439,305,616,617,580,801,20,26,9,8,10,10,551,493,676,674,723,630,28,20,33,10,16,9,159,121,937,1109,764,1253,5,7,1,0,4,7,372,420,533,992,799,691,17,23,23,13,17,15,0.25130779,0.32047425,0.3531308,0.10354513,0.25300496,0.19237224,0.42323135,0.32661762,0.21587311,0.14404221,0.10088193,0.12784038,0.1764267,0.06763624,0.05351946,0.15199264,0.14436992,0.11220755,0.105746,0.1380689,0.11920276,0.03785071,0.06754611,0.15819474,0.12925665,0.02495686,0.0960026,0.11918854,0.06888907,0.03224281,0.13000668,0.0694254,0.05727154,0.05234396,0.1413326,0.05785519,0.09674585,0.06147757,0.05440621,0.05650138,0.12456089,0.06093728,0.05389619,0.02461016,0.13292114,0.02771664,0.09021543,0.05297686,0.01953728,0.10981379,0.07196758,0.04980155,0.12360063,0.08007778,0.03333058,0.15639055,0.11359592,0.0512273,0.15087553,0.14379805,0.06521179,0.12641499,0.15242203,0.19787892,0.13435191,0.1800271,0.24527418,0.13049507,0.17957986,0.30403019,0.1400483,0.15852282,0.31104388,0.15841892,0.09534911,0.10678414,6
313,375,711,801,599,625,12,10,19,11,9,13,220,194,790,702,582,994,7,33,12,4,7,19,194,320,717,605,731,705,24,17,2,4,5,12,378,274,819,804,676,904,34,21,12,11,17,11,305,305,801,768,696,726,37,23,2,8,18,18,293,297,668,670,785,704,32,15,11,6,11,10,153,225,907,637,573,1064,13,27,12,1,11,16,307,167,844,646,577,906,10,29,5,8,12,22,280,202,877,798,679,988,12,18,6,1,17,15,478,316,667,728,768,717,32,27,28,14,18,10,233,303,579,621,672,723,29,22,16,18,12,16,319,305,752,854,523,745,21,19,15,17,8,11,285,287,724,886,575,679,15,19,13,2,7,24,91,119,758,638,617,976,18,26,3,0,5,15,297,143,723,551,785,752,23,14,6,7,6,8,531,435,789,756,954,579,29,16,30,9,20,9,279,295,1032,873,595,1200,18,19,4,1,20,13,350,244,620,736,584,638,20,25,14,14,15,21,0.32874337,0.26913353,0.30606817,0.22067666,0.51624281,0.05984555,0.3507048,0.43373538,0.30130957,0.16945583,0.27380777,0.24994664,0.19819952,0.04079446,0.17619992,0.03764423,0.20853845,0.26329615,0.17295137,0.16381547,0.16466846,0.03013154,0.14536757,0.15978623,0.05748593,0.16503982,0.1382247,0.04637776,0.0427191,0.18570298,0.01728614,0.18596835,0.12822185,0.05985135,0.12018891,0.1664015,0.05403739,0.12954474,0.10341354,0.0487047,0.14613839,0.09821455,0.06928688,0.03547141,0.15647079,0.11846378,0.15122287,0.11444938,0.09043494,0.19113173,0.07156293,0.21990467,0.14965305,0.1265744,0.20272701,0.21751846,0.21102101,0.15111897,0.26816983,0.1542833,0.03133071,0.30369814,0.2226862,0.10134245,0.24529714,0.36126732,0.08650927,0.04527681,0.42908319,0.13587012,0.09598049,0.07282634,0.16953981,0.0813212,0.04097357,0.07544514,6
372,280,628,1008,799,695,3,19,22,13,9,1,277,217,651,887,738,1064,8,8,11,6,11,15,387,461,662,808,769,775,39,28,1,6,13,12,355,367,754,989,772,974,27,30,9,13,5,9,292,376,722,921,834,794,40,30,1,10,4,8,452,356,561,775,753,774,39,26,14,8,11,10,274,316,780,828,723,1134,14,16,9,3,9,14,386,196,705,851,691,976,11,20,2,10,6,10,251,125,822,1003,845,1058,21,9,1,3,1,7,583,409,574,753,762,787,31,20,39,16,16,10,376,396,442,760,690,789,30,19,19,20,10,16,490,314,659,1063,645,815,12,18,18,19,10,11,278,224,663,1091,711,747,10,16,16,4,11,12,242,282,619,827,737,1042,19,9,6,2,13,7,502,306,632,592,653,818,22,25,9,9,12,12,568,480,714,665,850,647,30,21,33,11,14,11,158,148,893,1072,779,1270,3,8,1,1,2,3,425,401,549,947,810,706,19,22,23,12,15,9,0.29719048,0.19285836,0.36078096,0.22290533,0.29128316,0.18010766,0.36626333,0.38487947,0.14729062,0.12066664,0.04838796,0.18674146,0.30054326,0.09352449,0.11448453,0.15635354,0.10237534,0.10142842,0.06536168,0.12153627,0.05346533,0.13501214,0.04311793,0.12277937,0.08225723,0.14215314,0.0739217,0.00992942,0.06413988,0.13300803,0.10772373,0.07573867,0.028527,0.10492687,0.1258707,0.11238188,0.08138246,0.04028374,0.05749546,0.11911523,0.12305776,0.02990804,0.07101108,0.07429175,0.12420134,0.09105181,0.07853474,0.0668734,0.11763386,0.10075569,0.07825755,0.04656297,0.0987333,0.08910228,0.09040169,0.12070163,0.10458573,0.13305774,0.12387561,0.04337588,0.13552574,0.15116871,0.03215049,0.12873239,0.14392461,0.10202987,0.20104345,0.18038988,0.15591875,0.28293802,0.2263246,0.12488305,0.3008392,0.24925226,0.05016254,0.07954808,6
355,309,511,998,726,676,2,21,22,10,10,4,232,260,610,881,653,1045,7,8,9,3,10,16,338,554,645,804,752,756,38,28,1,13,12,15,348,440,633,965,629,955,26,28,9,18,10,12,329,511,609,895,737,775,39,28,1,17,9,9,421,461,476,741,712,755,38,26,14,15,16,13,269,377,717,818,648,1115,13,14,9,0,10,13,347,167,644,847,642,957,10,18,2,7,7,11,210,240,801,999,782,1039,20,9,1,2,0,10,586,474,455,719,617,770,30,20,37,13,17,13,367,455,393,736,597,770,29,19,19,17,15,19,493,361,540,1065,590,796,11,20,18,16,11,14,275,255,572,1087,658,728,9,16,16,1,10,13,239,295,614,811,652,1023,18,7,6,1,12,8,439,315,535,564,576,799,21,25,9,8,13,15,591,549,589,599,729,628,29,23,33,8,15,14,207,167,882,1058,706,1251,4,8,1,2,3,6,354,382,460,953,807,691,18,20,21,15,16,10,0.24603021,0.21819777,0.35495986,0.19011848,0.26967966,0.18400703,0.4358864,0.35452441,0.20890936,0.12499537,0.04939999,0.15254809,0.25276448,0.12864083,0.06474197,0.14461239,0.14892193,0.0301797,0.04703941,0.11576891,0.09822029,0.06044128,0.05505623,0.19434472,0.1019038,0.09217656,0.06874111,0.11655546,0.07218873,0.10281707,0.10109382,0.02865303,0.10275563,0.07354607,0.12485795,0.03510775,0.11505837,0.06532753,0.01892867,0.07480451,0.10373636,0.06038481,0.06918593,0.05011954,0.12994227,0.06944545,0.08052411,0.0507339,0.09962924,0.09546137,0.06081282,0.08880566,0.1032407,0.06859459,0.09359478,0.15196662,0.09046621,0.10803021,0.14995887,0.00635688,0.10710858,0.15031785,0.05735411,0.21462638,0.14102667,0.11706607,0.25048602,0.23343413,0.16030619,0.30528733,0.21456179,0.0744289,0.3005942,0.21598183,0.00614563,0.02088512,6
297,301,774,730,615,679,15,17,17,15,10,8,240,266,799,639,600,1048,14,36,14,4,8,18,266,288,686,524,739,759,21,10,4,4,6,13,396,260,902,755,640,958,31,14,14,1,18,10,343,267,872,737,672,780,36,20,4,0,19,15,383,275,721,693,795,758,37,8,9,6,12,11,233,237,938,588,625,1118,22,28,14,9,12,15,359,251,861,557,641,960,19,16,7,8,13,17,274,252,850,705,661,1042,9,27,6,1,18,10,572,262,722,745,780,771,41,28,28,14,19,11,309,297,600,636,692,777,38,17,14,18,13,17,389,233,807,767,611,799,24,18,13,17,9,12,293,223,763,793,591,733,22,30,11,2,8,19,137,185,723,599,649,1030,27,29,1,8,6,14,375,199,792,552,827,806,32,7,4,9,7,11,615,421,858,801,954,631,38,23,28,11,21,10,253,379,1005,800,605,1254,21,26,6,5,21,8,336,194,669,651,578,690,23,18,16,10,14,16,0.33355788,0.34507536,0.39011609,0.25305823,0.50352677,0.05290398,0.22934703,0.28503337,0.32087822,0.20010727,0.35568348,0.14571143,0.09396138,0.05514729,0.15200593,0.18535235,0.27183243,0.23570622,0.08665396,0.13018322,0.06207536,0.15403961,0.29026097,0.19258531,0.05936642,0.05891572,0.08995743,0.19876168,0.27154612,0.11416346,0.07770333,0.07750125,0.05455235,0.27776706,0.0772751,0.15943039,0.03203659,0.12384968,0.12359637,0.08881769,0.07697117,0.16745899,0.05100956,0.050747,0.04338275,0.04227136,0.16600816,0.1655468,0.01848585,0.09740919,0.20785192,0.13661693,0.11792386,0.18779065,0.16793015,0.09610339,0.21585654,0.12102875,0.11089523,0.12040186,0.17082321,0.13647009,0.19248065,0.13201618,0.12657081,0.30162991,0.14362776,0.10997652,0.32303113,0.2057016,0.14848247,0.14050067,0.2026061,0.17438436,0.0777443,0.1260112,6
316,308,649,852,652,701,5,11,20,9,16,5,223,159,738,777,647,1070,4,22,11,2,12,17,345,407,685,638,810,781,31,22,1,4,6,12,359,287,771,849,793,980,29,18,11,11,6,13,372,294,745,791,825,800,36,22,1,8,7,10,416,370,622,673,840,780,31,18,12,6,12,14,310,318,853,672,650,1140,12,26,11,1,6,18,326,222,778,681,558,982,9,26,4,6,13,12,269,183,835,833,754,1064,19,23,3,1,6,5,577,403,599,709,863,793,31,18,39,12,13,14,404,436,509,632,755,795,28,21,17,16,17,14,472,348,684,907,558,821,14,20,16,15,17,13,244,206,668,921,602,753,12,20,14,0,14,14,288,288,718,679,700,1048,17,19,4,2,6,9,444,316,677,514,804,824,22,25,7,9,5,16,588,560,735,675,1011,653,28,19,31,9,19,15,256,324,988,914,648,1276,11,22,3,3,9,5,345,273,556,789,637,712,13,22,23,14,14,11,0.18557877,0.19309933,0.29435671,0.16233957,0.19580903,0.21089063,0.48889275,0.28605298,0.34002718,0.19728907,0.12455024,0.11572465,0.08883469,0.2532306,0.09478331,0.16837927,0.09622201,0.12970167,0.0709033,0.2036872,0.13660264,0.03045613,0.06873148,0.06699086,0.14265089,0.09713167,0.09806497,0.07026847,0.04682213,0.12968112,0.14473722,0.08084778,0.04904838,0.05782828,0.14522464,0.12298608,0.08335148,0.04026877,0.08240313,0.11827656,0.15034683,0.06405758,0.07121184,0.05341182,0.10137387,0.01227093,0.10967609,0.04215372,0.08307965,0.10075073,0.02279862,0.13554865,0.10948114,0.06681594,0.17317529,0.08017054,0.15073261,0.12556081,0.03891883,0.07069047,0.08466696,0.07058723,0.07977644,0.04143479,0.13932849,0.04798244,0.13694067,0.2151237,0.06338015,0.23998093,0.23451651,0.175769,0.30214445,0.26012792,0.04788383,0.06853948,6
324,346,694,923,680,700,12,9,23,11,9,2,211,139,763,818,677,1069,9,18,10,4,11,16,327,299,688,713,774,780,24,26,2,4,13,13,353,199,812,926,747,979,34,20,8,9,7,10,284,228,790,872,799,799,39,22,2,6,6,9,396,284,659,736,788,779,36,22,15,6,13,11,234,256,888,747,678,1139,17,26,8,1,9,15,336,210,811,756,636,981,14,30,1,8,6,11,221,151,866,908,734,1063,12,19,0,1,1,8,551,347,640,730,831,792,36,20,38,14,16,11,336,368,542,713,731,794,33,25,20,18,12,17,438,310,725,974,572,820,21,18,19,17,10,12,274,236,705,996,614,752,19,18,17,2,11,13,216,232,721,754,720,1047,22,19,7,0,13,8,440,256,718,571,790,823,27,29,10,7,12,13,556,502,770,710,963,652,33,17,34,9,14,12,194,322,999,989,664,1275,18,18,0,1,2,4,377,275,597,862,643,711,20,26,22,12,15,10,0.25969491,0.12386582,0.25483496,0.23474234,0.24790649,0.18849795,0.4522055,0.39083542,0.11900325,0.17049268,0.04315594,0.23254843,0.21448818,0.19030638,0.05054492,0.20432831,0.05131117,0.08013931,0.14783707,0.2200318,0.06657587,0.06562486,0.08845007,0.13164753,0.0891049,0.13222717,0.06453465,0.09140381,0.02756992,0.15600706,0.04704621,0.10516582,0.07441013,0.06660604,0.05469854,0.13300577,0.07485032,0.04299612,0.05939504,0.15664062,0.09655255,0.0619487,0.01862526,0.11796707,0.02631724,0.10855648,0.03349008,0.11322293,0.14283918,0.02237242,0.1560795,0.13388936,0.0759767,0.18170981,0.12041985,0.04583624,0.21449826,0.05626788,0.0732732,0.10295588,0.01447846,0.11665366,0.08656135,0.09255358,0.15986377,0.02411219,0.2094112,0.21390462,0.11715412,0.25771124,0.24564126,0.15468495,0.31982727,0.28414953,0.06766133,0.06610607,6
243,329,727,749,611,636,16,14,19,12,11,5,150,238,804,670,610,1005,11,39,12,1,9,19,202,286,717,539,807,716,20,11,2,1,3,10,404,244,831,772,706,915,30,11,12,4,15,11,347,251,815,754,754,735,35,17,2,3,16,12,337,289,678,680,859,715,34,9,11,3,9,10,235,245,913,587,655,1075,15,31,12,6,9,16,287,275,852,570,637,917,12,23,5,5,10,14,244,240,873,722,687,999,8,26,4,2,15,7,522,270,689,756,838,728,34,27,30,11,16,10,321,347,581,617,740,730,31,24,16,15,10,14,365,267,774,790,595,756,25,15,15,14,10,9,277,251,740,810,603,688,17,27,13,1,9,16,181,233,758,602,685,983,20,32,3,5,3,11,327,259,737,527,859,759,25,8,6,12,4,12,567,471,807,780,1030,588,31,26,30,10,18,11,287,395,1036,817,607,1211,22,25,4,4,18,5,276,214,640,680,568,647,24,19,14,11,17,13,0.30006562,0.30047188,0.38782583,0.29653546,0.49558057,0.06828925,0.35955204,0.32626342,0.18556976,0.19216693,0.23102944,0.231864,0.21741475,0.15514558,0.19295197,0.08742027,0.16338553,0.29316909,0.13510399,0.14722086,0.14759646,0.17831609,0.16667033,0.1467743,0.07399687,0.05051156,0.24447541,0.02384348,0.02059232,0.06196246,0.21036017,0.1630707,0.09739945,0.11446427,0.09663852,0.24406666,0.11157857,0.08038321,0.11664592,0.20206467,0.10134365,0.15219182,0.13030775,0.07951979,0.02871678,0.04355424,0.07935731,0.04360035,0.07882597,0.08061944,0.07525473,0.09320123,0.07359669,0.174971,0.07050655,0.12679012,0.20197187,0.07017558,0.1346912,0.05727718,0.12680877,0.15975583,0.09996887,0.17019612,0.20862913,0.25406251,0.0838669,0.2693918,0.38822295,0.07849307,0.23328485,0.16359669,0.16027481,0.15307303,0.12935188,0.04551037,6
251,401,707,805,659,644,14,20,22,12,14,10,154,202,772,712,648,1013,9,33,9,1,12,20,252,262,711,579,749,724,22,11,1,1,0,11,366,150,821,828,732,923,32,9,9,4,12,12,345,213,801,794,758,745,37,11,1,5,13,17,333,311,674,722,795,723,36,7,14,1,6,9,237,245,903,639,645,1083,17,25,9,6,6,17,307,299,826,622,573,925,14,21,2,3,7,19,256,224,879,774,731,1007,10,32,1,4,12,12,516,288,661,776,816,736,36,29,33,9,13,9,331,409,559,661,706,742,33,22,19,13,11,15,387,319,746,840,567,764,23,21,18,12,13,10,291,311,730,862,597,698,19,33,16,3,12,21,217,287,728,656,691,995,22,26,6,5,0,16,345,309,729,537,795,771,27,14,9,12,1,9,543,527,787,786,962,596,33,32,33,12,15,8,281,417,1006,873,657,1219,20,31,1,6,15,10,300,232,616,724,632,655,22,17,17,13,16,18,0.36236667,0.26115085,0.3594691,0.27756091,0.37343383,0.15681844,0.30172783,0.42368253,0.26178095,0.0481555,0.16184378,0.14815343,0.27804458,0.24832603,0.17371761,0.10497456,0.01801526,0.1315112,0.16518154,0.10224035,0.09836713,0.13782543,0.09741635,0.04216904,0.14104806,0.12213873,0.09441348,0.09816068,0.10691777,0.10028049,0.14409308,0.07425279,0.05170845,0.01350093,0.18417689,0.03756995,0.05361702,0.0428725,0.11126763,0.02467085,0.0872863,0.04091415,0.08511589,0.03161902,0.2016261,0.04568587,0.1201545,0.01625229,0.07824134,0.15918912,0.04647034,0.06021355,0.15689167,0.07455406,0.10861317,0.07056223,0.10176134,0.13179943,0.06178552,0.18621949,0.16392858,0.04785907,0.23637408,0.22732654,0.0470682,0.25856913,0.23220334,0.16457797,0.28697856,0.2526523,0.14076516,0.06568499,0.25092142,0.15954274,0.04320109,0.07793065,6
